frame_position_zero_based,frame_index_matlab_one_based,object_id,class_name,x,y,width,height,area,center_x,center_y,nonpositive,outside_left,outside_top,outside_right,outside_bottom,any_out_of_bounds,clipped_x,clipped_y,clipped_width,clipped_height,clipped_area
112,113,5,vehicle,343.0,65.0,46.0,56.0,2576.0,366.0,93.0,False,False,False,False,False,False,343.0,65.0,46.0,56.0,2576.0
113,114,4,vehicle,228.0,277.0,62.0,78.0,4836.0,259.0,316.0,False,False,False,False,False,False,228.0,277.0,62.0,78.0,4836.0
113,114,5,vehicle,343.0,70.0,47.0,57.0,2679.0,366.5,98.5,False,False,False,False,False,False,343.0,70.0,47.0,57.0,2679.0
114,115,4,vehicle,227.0,286.0,62.0,74.0,4588.0,258.0,323.0,False,False,False,False,False,False,227.0,286.0,62.0,74.0,4588.0
114,115,5,vehicle,343.0,75.0,47.0,58.0,2726.0,366.5,104.0,False,False,False,False,False,False,343.0,75.0,47.0,58.0,2726.0
115,116,4,vehicle,227.0,295.0,62.0,65.0,4030.0,258.0,327.5,False,False,False,False,False,False,227.0,295.0,62.0,65.0,4030.0
115,116,5,vehicle,344.0,81.0,47.0,58.0,2726.0,367.5,110.0,False,False,False,False,False,False,344.0,81.0,47.0,58.0,2726.0
116,117,4,vehicle,227.0,303.0,62.0,57.0,3534.0,258.0,331.5,False,False,False,False,False,False,227.0,303.0,62.0,57.0,3534.0
116,117,5,vehicle,344.0,87.0,47.0,58.0,2726.0,367.5,116.0,False,False,False,False,False,False,344.0,87.0,47.0,58.0,2726.0
117,118,4,vehicle,229.0,312.0,60.0,48.0,2880.0,259.0,336.0,False,False,False,False,False,False,229.0,312.0,60.0,48.0,2880.0
117,118,5,vehicle,344.0,93.0,47.0,58.0,2726.0,367.5,122.0,False,False,False,False,False,False,344.0,93.0,47.0,58.0,2726.0
118,119,4,vehicle,228.0,321.0,61.0,39.0,2379.0,258.5,340.5,False,False,False,False,False,False,228.0,321.0,61.0,39.0,2379.0
118,119,5,vehicle,344.0,98.0,48.0,59.0,2832.0,368.0,127.5,False,False,False,False,False,False,344.0,98.0,48.0,59.0,2832.0
119,120,4,vehicle,227.0,330.0,62.0,30.0,1860.0,258.0,345.0,False,False,False,False,False,False,227.0,330.0,62.0,30.0,1860.0
119,120,5,vehicle,344.0,104.0,49.0,59.0,2891.0,368.5,133.5,False,False,False,False,False,False,344.0,104.0,49.0,59.0,2891.0
120,121,4,vehicle,227.0,339.0,61.0,21.0,1281.0,257.5,349.5,False,False,False,False,False,False,227.0,339.0,61.0,21.0,1281.0
120,121,5,vehicle,345.0,110.0,48.0,59.0,2832.0,369.0,139.5,False,False,False,False,False,False,345.0,110.0,48.0,59.0,2832.0
121,122,4,vehicle,227.0,349.0,61.0,11.0,671.0,257.5,354.5,False,False,False,False,False,False,227.0,349.0,61.0,11.0,671.0
121,122,5,vehicle,345.0,115.0,48.0,60.0,2880.0,369.0,145.0,False,False,False,False,False,False,345.0,115.0,48.0,60.0,2880.0
122,123,4,vehicle,232.0,359.0,49.0,1.0,49.0,256.5,359.5,False,False,False,False,False,False,232.0,359.0,49.0,1.0,49.0
122,123,5,vehicle,345.0,121.0,49.0,60.0,2940.0,369.5,151.0,False,False,False,False,False,False,345.0,121.0,49.0,60.0,2940.0
123,124,5,vehicle,345.0,127.0,49.0,61.0,2989.0,369.5,157.5,False,False,False,False,False,False,345.0,127.0,49.0,61.0,2989.0
124,125,5,vehicle,345.0,133.0,50.0,62.0,3100.0,370.0,164.0,False,False,False,False,False,False,345.0,133.0,50.0,62.0,3100.0
125,126,5,vehicle,345.0,139.0,50.0,62.0,3100.0,370.0,170.0,False,False,False,False,False,False,345.0,139.0,50.0,62.0,3100.0
126,127,5,vehicle,345.0,145.0,51.0,62.0,3162.0,370.5,176.0,False,False,False,False,False,False,345.0,145.0,51.0,62.0,3162.0
127,128,5,vehicle,345.0,152.0,51.0,62.0,3162.0,370.5,183.0,False,False,False,False,False,False,345.0,152.0,51.0,62.0,3162.0
128,129,5,vehicle,345.0,158.0,52.0,63.0,3276.0,371.0,189.5,False,False,False,False,False,False,345.0,158.0,52.0,63.0,3276.0
129,130,5,vehicle,346.0,165.0,51.0,63.0,3213.0,371.5,196.5,False,False,False,False,False,False,346.0,165.0,51.0,63.0,3213.0
130,131,5,vehicle,346.0,171.0,52.0,64.0,3328.0,372.0,203.0,False,False,False,False,False,False,346.0,171.0,52.0,64.0,3328.0
131,132,5,vehicle,346.0,177.0,52.0,65.0,3380.0,372.0,209.5,False,False,False,False,False,False,346.0,177.0,52.0,65.0,3380.0
132,133,5,vehicle,346.0,184.0,53.0,65.0,3445.0,372.5,216.5,False,False,False,False,False,False,346.0,184.0,53.0,65.0,3445.0
133,134,5,vehicle,347.0,191.0,52.0,66.0,3432.0,373.0,224.0,False,False,False,False,False,False,347.0,191.0,52.0,66.0,3432.0
134,135,5,vehicle,347.0,198.0,53.0,66.0,3498.0,373.5,231.0,False,False,False,False,False,False,347.0,198.0,53.0,66.0,3498.0
135,136,5,vehicle,347.0,205.0,54.0,66.0,3564.0,374.0,238.0,False,False,False,False,False,False,347.0,205.0,54.0,66.0,3564.0
136,137,5,vehicle,347.0,211.0,54.0,68.0,3672.0,374.0,245.0,False,False,False,False,False,False,347.0,211.0,54.0,68.0,3672.0
137,138,5,vehicle,347.0,219.0,54.0,68.0,3672.0,374.0,253.0,False,False,False,False,False,False,347.0,219.0,54.0,68.0,3672.0
138,139,5,vehicle,347.0,226.0,55.0,69.0,3795.0,374.5,260.5,False,False,False,False,False,False,347.0,226.0,55.0,69.0,3795.0
139,140,5,vehicle,347.0,233.0,56.0,69.0,3864.0,375.0,267.5,False,False,False,False,False,False,347.0,233.0,56.0,69.0,3864.0
140,141,5,vehicle,347.0,241.0,56.0,69.0,3864.0,375.0,275.5,False,False,False,False,False,False,347.0,241.0,56.0,69.0,3864.0
141,142,5,vehicle,348.0,248.0,56.0,71.0,3976.0,376.0,283.5,False,False,False,False,False,False,348.0,248.0,56.0,71.0,3976.0
142,143,5,vehicle,348.0,255.0,57.0,72.0,4104.0,376.5,291.0,False,False,False,False,False,False,348.0,255.0,57.0,72.0,4104.0
143,144,5,vehicle,348.0,263.0,57.0,72.0,4104.0,376.5,299.0,False,False,False,False,False,False,348.0,263.0,57.0,72.0,4104.0
144,145,5,vehicle,348.0,271.0,57.0,72.0,4104.0,376.5,307.0,False,False,False,False,False,False,348.0,271.0,57.0,72.0,4104.0
145,146,5,vehicle,349.0,279.0,57.0,73.0,4161.0,377.5,315.5,False,False,False,False,False,False,349.0,279.0,57.0,73.0,4161.0
146,147,5,vehicle,349.0,287.0,58.0,73.0,4234.0,378.0,323.5,False,False,False,False,False,False,349.0,287.0,58.0,73.0,4234.0
147,148,5,vehicle,349.0,295.0,58.0,65.0,3770.0,378.0,327.5,False,False,False,False,False,False,349.0,295.0,58.0,65.0,3770.0
148,149,5,vehicle,349.0,303.0,59.0,57.0,3363.0,378.5,331.5,False,False,False,False,False,False,349.0,303.0,59.0,57.0,3363.0
149,150,5,vehicle,349.0,311.0,58.0,49.0,2842.0,378.0,335.5,False,False,False,False,False,False,349.0,311.0,58.0,49.0,2842.0
150,151,5,vehicle,349.0,320.0,57.0,40.0,2280.0,377.5,340.0,False,False,False,False,False,False,349.0,320.0,57.0,40.0,2280.0
151,152,5,vehicle,350.0,329.0,57.0,31.0,1767.0,378.5,344.5,False,False,False,False,False,False,350.0,329.0,57.0,31.0,1767.0
152,153,5,vehicle,350.0,337.0,57.0,23.0,1311.0,378.5,348.5,False,False,False,False,False,False,350.0,337.0,57.0,23.0,1311.0
153,154,5,vehicle,350.0,346.0,58.0,14.0,812.0,379.0,353.0,False,False,False,False,False,False,350.0,346.0,58.0,14.0,812.0
154,155,5,vehicle,351.0,355.0,56.0,5.0,280.0,379.0,357.5,False,False,False,False,False,False,351.0,355.0,56.0,5.0,280.0
